Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
Ford,Bronco 4WD,SUV: Small,2.7,6,AS10,X,12.8,11.6,12.2,23,287
Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,AS10,X,13.5,13.7,13.6,21,318
Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,M7,X,14.7,13.3,14.1,20,330
Ford,Bronco Badlands 4WD,SUV: Small,2.7,6,AS10,X,13.7,13.1,13.4,21,315
Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.1,13.1,22,308
Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,M7,X,13.8,12.4,13.2,21,310
Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.1,13.1,22,308
Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6,AS10,X,14,13.9,13.9,20,327
Ford,Bronco Sport 4WD,SUV: Small,1.5,3,A8,X,9.3,8.3,8.9,32,209
Ford,Bronco Sport 4WD,SUV: Small,2,4,AS8,X,11.1,8.9,10.1,28,238
Ford,EcoSport,SUV: Small,1,3,AS6,X,8.6,8.1,8.4,34,197
Ford,EcoSport AWD,SUV: Small,2,4,AS6,X,10.2,8,9.2,31,217
Ford,Edge,SUV: Small,2,4,A8,X,11.2,8.1,9.8,29,229
Ford,Edge AWD,SUV: Small,2,4,A8,X,11.5,8.3,10,28,236
Ford,Edge AWD,SUV: Small,2,4,AS8,X,11.5,8.3,10.1,28,237
Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.1,25,262
Ford,Escape,SUV: Small,1.5,3,A8,X,8.5,6.8,7.8,36,182
Ford,Escape AWD,SUV: Small,1.5,3,A8,X,9,7.6,8.4,34,198
Ford,Escape AWD,SUV: Small,2,4,A8,X,10.4,7.5,9.1,31,213
Ford,Escape Hybrid,SUV: Small,2.5,4,AV,X,5.4,6.3,5.8,49,136
Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,5.5,6.4,5.9,48,139
Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,14.1,10.7,12.6,22,295
Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,X,14.7,11.2,13.1,22,308
Ford,Explorer AWD,SUV: Standard,2.3,4,A10,X,11.7,8.6,10.3,27,242
Ford,Explorer AWD,SUV: Standard,2.3,4,AS10,X,11.7,8.6,10.3,27,242
Ford,Explorer AWD,SUV: Standard,3,6,AS10,X,13.4,9.8,11.8,24,277
Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,X,12.2,10.4,11.4,25,268
Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,X,10.1,9,9.6,29,225
Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12,9.3,10.8,26,253
Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,X,12,9.8,11,26,259
Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,E,16.6,12.6,14.8,19,242
Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,13.1,10,11.7,24,274
Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,X,14,10,12.2,23,287
Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,E,20.9,13.6,17.6,16,291
Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,14.5,10.3,12.6,22,296
Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,19.8,13.7,17.1,17,284
Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,12.8,10,11.5,25,271
Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,X,13.5,10,11.9,24,280
Ford,F-150 4X4,Pickup truck: Standard,3,6,AS10,D,11.9,9.1,10.7,26,287
Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,X,12.5,10.7,11.7,24,275
Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,E,17.2,13.1,15.4,18,252
Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,13.5,10.2,12,24,282
Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,X,14.8,10.9,13.1,22,307
Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,E,21.5,14.5,18.3,15,303
Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,15.4,11,13.4,21,315
Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,21,14.7,18.1,16,301
Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.8,13.2,14.6,19,344
Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.8,13.2,15.2,19,357
Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,X,16,14.4,15.3,18,359
Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.6,14.8,15.8,18,370
Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.8,13.2,21,310
Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,14.7,11.7,13.3,21,313
Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6,AS10,X,9.5,9.1,9.3,30,217
Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,9.8,9.7,9.8,29,229
Ford,GT,Two-seater,3.5,6,AM7,Z,19.8,12.8,16.6,17,393
Ford,Mustang,Subcompact,2.3,4,A10,X,11,7.5,9.4,30,221
Ford,Mustang,Subcompact,2.3,4,AS10,X,11,7.5,9.4,30,222
Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,X,11.7,8.6,10.3,27,242
Ford,Mustang,Subcompact,2.3,4,M6,X,11.4,8.1,9.9,29,233
Ford,Mustang (High Performance),Subcompact,2.3,4,M6,X,11.9,8.7,10.5,27,246
Ford,Mustang,Subcompact,5,8,AS10,X,15.3,9.8,12.8,22,300
Ford,Mustang,Subcompact,5,8,M6,X,16.2,10,13.4,21,314
Ford,Mustang Convertible,Subcompact,2.3,4,A10,X,12,8.5,10.4,27,244
Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,11.9,8.4,10.3,27,241
Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,X,12.1,8.9,10.7,26,251
Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.6,10.4,27,244
Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,X,12.4,9.3,11,26,258
Ford,Mustang Convertible,Subcompact,5,8,AS10,X,15.8,10.4,13.3,21,312
Ford,Mustang Mach 1,Subcompact,5,8,AS10,X,15.3,10.1,12.9,22,303
Ford,Mustang Mach 1,Subcompact,5,8,M6,X,16.6,10.5,13.9,20,325
Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.8,10.9,26,256
Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4,AS10,X,12.1,12.3,12.2,23,287
Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,Z,19.9,12.8,16.7,17,393
Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,X,16.2,12.4,14.5,19,341
Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,E,21.6,16.4,19.3,15,321
Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,X,16.8,13,15.1,19,354
Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,E,22.3,17,19.9,14,331
Ford,Transit Connect Van,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,30,217
Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,30,217
Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,E,13.3,11.8,12.6,22,209
Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,X,12,8.8,10.6,27,247
Ford,Transit Connect Wagon LWB,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,31,214
Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,31,214
Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,E,13.7,11.1,12.5,23,208
Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,12.1,9,10.7,26,251
Genesis,G70,Compact,2,4,M6,Z,12.8,8.5,10.9,26,255
Genesis,G70 AWD,Compact,2,4,AS8,Z,11.4,8.5,10.1,28,236
Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.1,9.5,12,24,284
Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,30,225
Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,12.9,9,11.2,25,262
Genesis,G90 AWD,Full-size,5,8,AS8,Z,15,10.1,12.8,22,303
Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,Z,11.3,9.5,10.5,27,248
Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,Z,12.9,10.4,11.8,24,279
GMC,Acadia,SUV: Standard,2,4,A9,X,10.6,8,9.4,30,221
GMC,Acadia,SUV: Standard,2.5,4,A9,X,11.3,8.9,10.2,28,238
GMC,Acadia,SUV: Standard,3.6,6,A9,X,12.2,8.8,10.7,26,250
GMC,Acadia AWD,SUV: Standard,2,4,A9,X,10.6,8.7,9.7,29,227
GMC,Acadia AWD,SUV: Standard,3.6,6,A9,X,12.5,9,10.9,26,256
GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,26,257
GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,294
GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,25,263
GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.7,9.9,11.4,25,268
GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,27,294
GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,14.9,10.9,13.1,22,306
GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25,263
GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25,263
GMC,Sierra,Pickup truck: Standard,3,6,A10,D,10.2,7.8,9.1,31,245
GMC,Sierra,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21,318
GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,20,325
GMC,Sierra (Without AFM),Pickup truck: Standard,5.3,8,A6,X,16.7,11.4,14.3,20,336
GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,340
GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,21.5,16,19,15,315
GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,14,10.1,12.3,23,288
GMC,Sierra (Without DFM),Pickup truck: Standard,5.3,8,A8,X,16,10.9,13.7,21,321
GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,13,11.4,12.3,23,288
GMC,Sierra 4WD WT,Pickup truck: Standard,2.7,4,A8,X,13.3,11.8,12.6,22,295
GMC,Sierra 4WD,Pickup truck: Standard,3,6,A10,D,10.6,9.2,10,28,268
GMC,Sierra 4WD AT4,Pickup truck: Standard,3,6,A10,D,10.6,9.2,10,28,268
GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14,20,329
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,X,16,11.8,14.1,20,331
GMC,Sierra 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.3,11.8,14.8,19,348
GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,347
GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22,16.4,19.5,14,326
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,19,355
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21,313
GMC,Sierra 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,19,349
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21,312
GMC,Sierra 4WD AT4 (Without DFM),Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,19,348
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,14.3,10.7,12.7,22,298
GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.3,11,13.3,21,313
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22,307
GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.6,11.4,13.7,21,321
GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.1,11.5,13.5,21,316
GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.2,12,14.3,20,335
GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,20,332
GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.8,12.7,15,19,352
GMC,Terrain,SUV: Small,1.5,4,A9,X,9.2,7.8,8.6,33,201
GMC,Terrain AWD,SUV: Small,1.5,4,A9,X,9.6,8.3,9,31,211
GMC,Yukon,SUV: Standard,3,6,A10,D,11.3,8.6,10.1,28,272
GMC,Yukon,SUV: Standard,5.3,8,A10,X,14.3,11.8,13.2,21,309
GMC,Yukon (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.3,12,13.8,20,325
GMC,Yukon 4WD,SUV: Standard,3,6,A10,D,12,8.9,10.6,27,277
GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,X,14.8,11.8,13.5,21,317
GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.5,12,13.9,20,327
GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,19,347
GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18,357
GMC,Yukon XL,SUV: Standard,3,6,A10,D,11.3,8.6,10.1,28,272
GMC,Yukon XL,SUV: Standard,5.3,8,A10,X,14.3,11.8,13.2,21,309
GMC,Yukon XL (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.3,12,13.8,20,325
GMC,Yukon XL 4WD,SUV: Standard,3,6,A10,D,12,8.9,10.6,27,277
GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,X,15.3,12.4,14,20,328
GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,16,12.6,14.5,19,341
GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,19,347
GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18,357
Honda,Accord,Full-size,1.5,4,AV,X,7.8,6.5,7.2,39,168
Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,X,8.1,6.8,7.5,38,176
Honda,Accord Sport/Touring,Full-size,2,4,AS10,X,10.4,7.4,9.1,31,211
Honda,Accord Hybrid,Full-size,2,4,AV,X,5,5,5,56,117
Honda,Accord Hybrid Sport/Touring,Full-size,2,4,AV,X,5.3,5.7,5.5,51,129
Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.1,6.4,7.3,39,171
Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,8,6.6,7.4,38,172
Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8.1,6.4,7.3,39,171
Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,40,165
Honda,Civic Sedan,Mid-size,2,4,AV,X,7.9,6.1,7.1,40,167
Honda,Civic Sedan,Mid-size,2,4,AV7,X,8.2,6.5,7.4,38,172
Honda,Civic Type R,Full-size,2,4,M6,Z,10.5,8.4,9.6,29,223
Honda,CR-V,SUV: Small,1.5,4,AV,X,8.3,7,7.7,37,180
Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.4,8.1,35,189
Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,36,181
Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193
Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,200
Honda,Insight EX,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,58,115
Honda,Insight Touring,Compact,1.5,4,AV,X,4.6,5.3,4.9,58,115
Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248
Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265
Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,26,256
Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271
Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.4,6.6,7.6,37,179
Hyundai,Elantra,Mid-size,2,4,AV1,X,7.5,5.7,6.7,42,157
Hyundai,Elantra (ISG),Mid-size,2,4,AV1,X,7.1,5.5,6.4,44,152
Hyundai,Elantra,Mid-size,2,4,M6,X,9.1,6.3,7.8,36,185
Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,X,4.5,4.2,4.4,64,103
Hyundai,IONIQ,Full-size,1.6,4,AM6,X,4.3,4.1,4.2,67,99
Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,X,4,3.9,4,71,94
Hyundai,Kona,SUV: Small,2,4,AS6,X,8.6,7,7.9,36,187
Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,X,9,8,8.6,33,201
Hyundai,Kona AWD,SUV: Small,2,4,AS6,X,9.2,7.8,8.6,33,202
Hyundai,Palisade,SUV: Standard,3.8,6,AS8,X,11.9,8.8,10.5,27,250
Hyundai,Palisade AWD,SUV: Standard,3.8,6,AS8,X,12.3,9.6,11.1,25,265
Hyundai,Santa Fe,SUV: Small,2.5,4,AS8,X,9.6,8.5,9.1,31,214
Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AM8,X,11,8.5,9.9,29,233
Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AS8,X,10.6,9.3,10,28,235
Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4,AM6,X,7.1,7.9,7.4,38,176
Hyundai,Sonata,Full-size,1.6,4,AS8,X,8.8,6.4,7.7,37,182
Hyundai,Sonata,Full-size,2.5,4,AM8,X,10.1,7.2,8.8,32,208
Hyundai,Sonata,Full-size,2.5,4,AS8,X,8.8,6.4,7.7,37,182
Hyundai,Sonata Hybrid,Full-size,2,4,AM6,X,5.3,4.6,5,56,117
Hyundai,Tucson,SUV: Small,2,4,AS6,X,10,7.9,9.1,31,216
Hyundai,Tucson AWD,SUV: Small,2,4,AS6,X,10.8,9.2,10.1,28,239
Hyundai,Tucson AWD,SUV: Small,2.4,4,AS6,X,11,9.1,10.1,28,241
Hyundai,Veloster N,Compact,2,4,AM8,Z,12,8.6,10.5,27,248
Hyundai,Veloster N,Compact,2,4,M6,Z,10.6,8.3,9.5,30,226
Hyundai,Venue,Mid-size,1.6,4,AV1,X,7.9,7,7.5,38,178
Hyundai,Venue,Mid-size,1.6,4,M6,X,8.6,6.8,7.8,36,184
Infiniti,Q50 AWD,Mid-size,3,6,AS7,Z,12.5,8.7,10.8,26,254
Infiniti,Q50 AWD Red Sport,Mid-size,3,6,AS7,Z,12.5,9.3,11.1,25,261
Infiniti,Q60 AWD,Subcompact,3,6,AS7,Z,12.3,8.7,10.7,26,252
Infiniti,Q60 AWD Red Sport,Subcompact,3,6,AS7,Z,12.5,9.2,11,26,259
Infiniti,QX50 AWD,SUV: Small,2,4,AV8,Z,10.8,8.3,9.7,29,229
Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,Z,17.6,12.2,15.1,19,356
Jaguar,E-PACE P250,SUV: Small,2,4,AS9,Z,11.5,9.2,10.4,27,247
Jaguar,E-PACE P300,SUV: Small,2,4,AS9,Z,11.3,9.2,10.3,27,245
Jaguar,F-PACE P250,SUV: Small,2,4,AS8,Z,10.7,8.8,9.9,29,227
Jaguar,F-PACE P340,SUV: Small,3,6,AS8,Z,12,8.8,10.6,27,250
Jaguar,F-PACE P400,SUV: Small,3,6,AS8,Z,12.1,9,10.7,26,252
Jaguar,F-PACE SVR,SUV: Small,5,8,AS8,Z,15.4,10.9,13.4,21,316
Jaguar,F-TYPE P300 Convertible,Two-seater,2,4,AS8,Z,10.2,7.8,9.2,31,215
Jaguar,F-TYPE P300 Coupe,Two-seater,2,4,AS8,Z,10.2,7.8,9.2,31,215
Jaguar,F-TYPE P380 Convertible AWD,Two-seater,3,6,AS8,Z,13,9.2,11.3,25,265
Jaguar,F-TYPE P380 Coupe AWD,Two-seater,3,6,AS8,Z,13,9.2,11.3,25,265
Jaguar,F-TYPE R Convertible AWD,Two-seater,5,8,AS8,Z,15.2,9.8,12.7,22,299
Jaguar,F-TYPE R Coupe AWD,Two-seater,5,8,AS8,Z,15.2,9.8,12.7,22,299
Jaguar,XF P250,Mid-size,2,4,AS8,Z,9.4,7.1,8.4,34,197
Jaguar,XF P300 AWD,Mid-size,2,4,AS8,Z,10.6,7.7,9.3,30,219
Jeep,Cherokee,SUV: Small,2,4,A9,X,10.4,7.6,9.1,31,214
Jeep,Cherokee,SUV: Small,2.4,4,A9,X,10.8,7.5,9.3,30,219
Jeep,Cherokee,SUV: Small,3.2,6,A9,X,11.9,8.2,10.2,28,240
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2,4,A9,X,11.2,8,9.8,29,229
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,X,11.2,8,9.8,29,230
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6,A9,X,12.2,8.6,10.6,27,249
Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2,4,A9,X,11.5,8.6,10.2,28,240
Jeep,Cherokee 4X4 Active Drive II,SUV: Small,3.2,6,A9,X,12.8,9,11.1,25,259
Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6,A9,X,12.9,9.7,11.5,25,268
Jeep,Compass,SUV: Small,2.4,4,A6,X,10.6,7.6,9.3,30,218
Jeep,Compass 4X4,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222
Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,D,10.8,8.5,9.8,29,263
Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3,6,A8,D,11,8.7,10,28,271
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,23,290
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,22,296
Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,265
Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
Jeep,Grand Cherokee 4X4 SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.6,15.7,18,368
Jeep,Grand Cherokee 4X4 Trackhawk,SUV: Standard,6.2,8,A8,Z,20.9,13.8,17.7,16,413
Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,X,13,9.4,11.3,25,266
Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
Jeep,Renegade,SUV: Small,1.3,4,A9,X,9.8,7.4,8.7,32,204
Jeep,Renegade,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222
Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,31,222
Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,X,10.8,8.7,9.9,29,231
Jeep,Renegade 4X4,SUV: Small,2.4,4,A9,X,11.2,8.2,9.8,29,230
Jeep,Wrangler JL 4X4,SUV: Small,2,4,A8,X,10.7,9.8,10.3,27,241
Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,24,274
Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,X,12,9.8,11,26,258
Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,X,13.7,9.6,11.8,24,277
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2,4,A8,X,11.5,9.9,10.8,26,251
Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3,6,A8,D,10.6,8.1,9.5,30,255
Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3,6,A8,D,11.2,9,10.2,28,275
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.7,11.9,24,280
Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.3,9.9,11.2,25,262
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,23,285
Kia,Forte,Mid-size,1.6,4,AM7,X,8.7,6.6,7.8,36,184
Kia,Forte,Mid-size,2,4,AV,X,7.8,5.9,6.9,41,164
Kia,Forte,Mid-size,2,4,M6,X,8.6,6.4,7.6,37,180
Kia,Forte 5,Full-size,1.6,4,AM7,X,8.9,6.9,8,35,190
Kia,Forte 5,Full-size,1.6,4,M6,X,9.9,7.6,8.8,32,209
Kia,Forte 5,Full-size,2,4,AV,X,8,6,7.1,40,169
Kia,K5,Full-size,2.5,4,AM8,X,9.9,7.3,8.7,32,207
Kia,K5 AWD,Full-size,1.6,4,AS8,X,9.2,6.9,8.2,34,193
Kia,Niro,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110
Kia,Niro FE,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110
Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,X,5,5.6,5.3,53,124
Kia,Rio,Compact,1.6,4,AV1,X,7.2,6,6.7,42,159
Kia,Rio,Compact,1.6,4,M6,X,7.7,6.1,7,40,166
Kia,Sedona,Minivan,3.3,6,AS8,X,12.7,10,11.5,25,272
Kia,Seltos,SUV: Small,2,4,AV8,X,8.2,7.1,7.7,37,182
Kia,Seltos AWD,SUV: Small,1.6,4,AM7,X,9.4,7.9,8.7,32,205
Kia,Seltos AWD,SUV: Small,2,4,AV8,X,8.8,7.6,8.2,34,195
Kia,Sorento AWD,SUV: Small,2.5,4,AM8,X,11.1,8.4,9.9,29,233
Kia,Sorento AWD,SUV: Small,2.5,4,AS8,X,10.1,9.2,9.7,29,227
Kia,Soul,Station wagon: Small,2,4,AV,X,8.5,7,7.9,36,187
Kia,Sportage,SUV: Small,2.4,4,AS6,X,10.1,7.6,9,31,214
Kia,Sportage AWD,SUV: Small,2,4,AS6,X,12.1,9.6,11,26,261
Kia,Sportage AWD,SUV: Small,2.4,4,AS6,X,10.7,9,10,28,237
Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,13.6,9.6,11.8,24,279
